t(s),Total retention volume 8,Total retention volume 7,Total retention volume 6,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 2 volume 8,Total 1 volume 8,Total 1 volume 7,Total 1 volume 6,Flux surface 10: solute
884973.2675807623,6.784158026718085e+17,52248504478816.305,67953756526562.11,3106397825092048.0,52246635207547.375,64458936325398.18,5.47545484076877e+17,1.2776392076984438e+17,1869271268.939886,3494820201163.944,-6333167.975941992
983470.5943388386,7.319645963191387e+17,59569002810322.47,78225538142171.22,3142191848942513.0,59566868550040.51,74165145591045.38,5.923537111429898e+17,1.364686933272134e+17,2134260281.9848435,4060392551125.9097,-6344745.989471397
1091817.6537727225,7.888705358241498e+17,67351826230533.28,89185367727374.89,3178628742940966.5,67349409604335.66,84513663746762.03,6.400329967203308e+17,1.456589103608826e+17,2416626197.5702343,4671703980613.017,-6323130.520259785
1210999.4191499949,8.49254478977352e+17,75575410445246.69,100799513545709.28,3215749532324354.5,75572694758951.1,95471436807817.89,6.906899605110889e+17,1.553487689339408e+17,2715686295.583505,5328076737891.446,-6274601.108777122
1342099.3610649945,9.13224245933895e+17,84213216660782.98,113027823923726.62,3253565341071164.5,84210186080047.98,106999321719251.78,7.44421159144209e+17,1.655495214486076e+17,3030580735.1047497,6028502204474.843,-6204392.386944938
1486309.297171494,9.808730772211054e+17,93233282276296.62,125823015821818.19,3292057651089572.0,93229922020637.72,119051418002178.17,8.013118217512785e+17,1.762691978187334e+17,3360255658.7024593,6771597819639.93,-6116855.647235587
1644940.2268886436,1.0522784580464068e+18,102597937423493.38,139130171765047.88,3331178979481137.0,102594233971622.94,131574600994342.14,8.614348854867105e+17,1.8751239358020694e+17,3703451870.332202,7555570770705.931,-6015639.397471523
1819434.249577508,1.1275014375727462e+18,112263744709587.42,152886550229863.44,3370854041308016.5,112259686008440.83,144508356217500.38,9.248504378657687e+17,1.9928014566567386e+17,4058701146.7754617,8378194012363.102,-5903853.665381684
2011377.6745352591,1.2065865747303916e+18,122181705091039.6,167021783032927.44,3410981492770339.0,122177280759284.36,157784984163257.3,9.91605674680086e+17,2.115699185575118e+17,4424331755.247389,9236798869670.41,-5784201.825020912
2222515.4419887853,1.289562632529174e+18,132297757248237.88,181458503608186.16,3451436353498534.5,132292958764016.77,171330216392080.7,1.0617354740741179e+18,2.243757221015668e+17,4798484221.156905,10128287216105.262,-5659076.084936436
2454766.986187664,1.3764441185349222e+18,142553580655822.6,196113421282727.75,3492073184209311.5,142548401518020.2,185064256314313.88,1.1352636673380652e+18,2.376883780126387e+17,5179137802.494572,11049164968414.125,-5530619.630465349
2710243.6848064307,1.4672337293260908e+18,152887693240123.28,210898827225529.16,3532730049334300.5,152882129092661.44,198903229894546.53,1.2122050543566083e+18,2.5149594492013306e+17,5564147461.810003,11995597330982.787,-5400761.450579202
2991268.053287074,1.5619257022001766e+18,163236813071812.28,225724486732963.25,3573233228619127.0,163230861781431.44,212761001935854.9,1.2925681670699254e+18,2.657843019016362e+17,5951290380.71525,12963484797108.629,-5271230.686241573
3300394.8586157816,1.6605100110242276e+18,173537430801324.22,240499840392549.4,3613402564426996.5,173531092481061.75,226551283019582.8,1.3763587300373804e+18,2.805378784224075e+17,6338320262.450747,13948557372965.887,-5143557.06723702
3640434.34447736,1.762977270027797e+18,183727517251504.97,255136405427273.0,3653057251403933.0,183720794224631.12,240189922523976.8,1.4635837073706324e+18,2.957405054057605e+17,6723026874.127867,14946482903295.691,-5019063.326607825
4014477.7789250966,1.8693241367871263e+18,193748271297290.34,269550241526434.38,3692021802241874.5,193741167999710.0,253597257638228.84,1.5542557658245248e+18,3.1137634916032205e+17,7103297580.203704,15952983888205.26,-4898854.701844501
4425925.556817607,1.9795589425547525e+18,203545799836154.44,283664326798670.1,3730131867935058.5,203538322659039.0,266700370821819.28,1.6483979319812324e+18,3.2743087870561664e+17,7477177115.936569,16963955976850.54,-4783809.814544762
4878518.112499368,2.093707234009863e+18,213072617155594.7,297410683191145.6,3767239562967133.0,213064774233948.4,279435102579953.06,1.7460481850574838e+18,3.4389180938943226e+17,7842921646.506046,17975580611192.223,-4674576.337895161
5376369.923749305,2.211816894138382e+18,222288857492561.16,310732099898319.3,3803217952920938.0,222280658449227.25,291747675648029.44,1.8472637130610086e+18,3.6074996312444986e+17,8199043333.696064,18984424250290.555,-4571573.871881606
5924006.916124236,2.3339625274395167e+18,231163112918360.25,323583329207432.5,3837964407818160.5,231154568576136.22,303595811864379.5,1.9521245738856827e+18,3.7799998914604896e+17,8544342223.502376,19987517343053.16,-4475005.345641406
6526407.60773666,2.4602488478598856e+18,239672837993982.6,335931670701718.75,3871402607466228.5,239663960070731.56,314949262961329.94,2.0607365460681892e+18,3.956408991842252e+17,8877923250.782362,20982407740388.605,-4384877.104824194
7189048.368510326,2.5908128932613944e+18,247804300143571.6,347756912864723.25,3903483097548140.0,247795100946131.44,325789727438900.06,2.173233023517567e+18,4.1367638664624877e+17,9199197440.417397,21967185425822.812,-4301026.717126734
7917953.20536136,2.7258249986692726e+18,255552095923515.0,359050659599900.06,3934182423837793.0,255542588055697.56,336110181546876.8,2.2897758971355436e+18,4.321149191099182e+17,9507867817.414808,22940478053023.688,-4223156.566285984
8719748.525897495,2.8654885782123505e+18,262918292808400.88,369815125196132.2,3963500999597045.0,262908488906470.62,345913705723599.8,2.410555462611311e+18,4.50969614601471e+17,9803901930.616854,23901419472532.688,-4150870.626445503
9601723.378487246,3.010038876259698e+18,269911288175423.8,380061526893275.7,3991459969789756.0,269901200681374.6,355211931059132.94,2.5357894844569047e+18,4.70257931833027e+17,10087494049.47657,24849595834142.035,-4083711.5049066534
10571895.71633597,3.1597409360119675e+18,276544497265615.38,389808232920716.44,4018097409633929.0,276534138244769.97,364023257295761.75,2.66572161861237e+18,4.9000121998999635e+17,10359020845.953157,25784975624954.086,-4021194.944822965
11639085.287969569,3.3148870866461363e+18,282834987440669.7,399078831992421.9,4043464224378177.0,282824368446043.7,372371001083923.44,2.800619439743385e+18,5.102241826783949e+17,10618994625.843641,26707830908497.29,-3962839.454863505
12812993.816766527,3.4757942621994967e+18,288802167002719.94,407900277662632.9,4067620100077942.0,288791298984804.44,380281620679696.0,2.9407723298051773e+18,5.309543122942349e+17,10868017915.631172,27618656982937.97,-3908189.48129761
14104293.19844318,3.642801438253902e+18,294466615713315.94,416301231210901.8,4090629797823752.0,294455508970794.94,387783134449460.06,3.0864894627327596e+18,5.522213457233189e+17,11106742521.48182,28518096761441.45,-3856831.4175007655
15524722.518287499,3.8162674144608896e+18,299849115385731.5,424310686121535.56,4112559999211008.0,299837779550526.75,394903811495767.94,3.2380980729757235e+18,5.7405678148599174e+17,11335835205.48449,29406874625768.656,-3808402.6030471227
17087194.77011625,3.9965690949695657e+18,304969907866384.6,431956913305171.4,4133476815215488.0,304958351915330.5,401671170671063.1,3.3959421335824087e+18,5.964934845719068e+17,11555951054.050335,30285742634109.28,-3762594.1669397526
18805914.247127876,4.1841003392655785e+18,309848179392655.25,439266726105727.1,4153443980164226.0,309836411678034.3,408111285997550.5,3.5603815044270464e+18,6.195653908583951e+17,11767714620.87901,31155440108176.355,-3719149.0314249606
20000000.0,4.3097114552445804e+18,312930176537714.2,443896085979052.25,4166071807192447.5,312918274138842.75,412177030464075.25,3.6706395768809697e+18,6.34905806556398e+17,11902398871.194052,31719055514976.434,-3691809.4879391277
