t(s),Total retention volume 8,Total retention volume 7,Total retention volume 6,Total solute volume 8,Total solute volume 7,Total solute volume 6,Total 2 volume 8,Total 1 volume 8,Total 1 volume 7,Total 1 volume 6,Flux surface 10: solute
10000.0,1.0411731395088207e+18,2.794366083328779e-16,9.321201094707676e-18,492720637540126.56,2.794173540958385e-16,6.4692581932715e-18,8.6065521273346e+17,1.800252061378123e+17,1.9254237039420997e-20,2.8519429014361752e-18,-2.0285025259420423e-28
21000.0,1.6019805403104832e+18,-3.296792132988441e-15,-1.1508646357317832e-16,737665012160555.4,-3.2965654448287713e-15,-8.008510174972183e-17,1.325145442688233e+18,2.760974326101011e+17,-2.266881596721108e-19,-3.500136182345643e-17,3.852185961482884e-27
33100.0,2.0572799860501768e+18,2.278202331292965e-15,-7.59373979791632e-17,925574616118874.1,2.278047436159552e-15,-5.2034051009084655e-17,1.7028625668019976e+18,3.534918446320573e+17,1.5489513341429482e-19,-2.3903346970078554e-17,6.675783038742728e-26
46410.0,2.46687588105169e+18,6.94430020122061e-14,3.592801032535055e-15,1086936361698199.5,6.943821934386313e-14,2.4966556944247435e-15,2.0431188850044334e+18,4.22670059685543e+17,4.782668343146248e-18,1.0961453381103099e-15,-4.873063204824186e-25
61051.00000000001,2.853369637746011e+18,1.7175487608467113e-14,5.9255171410875905e-15,1233041595380649.5,1.7174272981336966e-14,4.093579800804902e-15,2.364564073366488e+18,4.8757252278419725e+17,1.2146271301855178e-18,1.831937340282691e-15,-8.413587188150518e-24
77156.10000000002,3.228220117977651e+18,-6.465857152313739e-13,-3.7136934469708656e-14,1369449264074441.8,-6.465410614078382e-13,-2.573862015193837e-14,2.6766653951336463e+18,5.501852735799349e+17,-4.4653823535301457e-17,-1.1398314317770273e-14,-1.491132103110362e-23
94871.71000000004,3.5983059045160724e+18,1.5237616744874318e-13,-3.775976838223464e-14,1499356688186803.8,1.5236579570082506e-13,-2.5989722037332714e-14,2.9851166226906926e+18,6.116899251371852e+17,1.0371747918137172e-17,-1.1770046344901909e-14,1.0140290187206259e-22
114358.88100000005,3.968258138685019e+18,2.985930401772086e-12,2.1960356047187674e-13,1624793623796548.5,2.9857235783207396e-12,1.5169628254455447e-13,3.2937610414768845e+18,6.728723035843478e+17,2.0682345134886648e-16,6.790727792732218e-14,1.6464323785537505e-22
135794.76910000006,4.3414758341607127e+18,-2.499146274035129e-12,3.5819640807021797e-14,1747139982666478.0,-2.498973263274632e-12,2.432597982844888e-14,3.605428526494866e+18,7.34300167683173e+17,-1.7301076049725962e-16,1.1493660978572897e-14,-7.856091155579263e-22
159374.2460100001,4.720631569557194e+18,-7.50298664564074e-12,-8.101726140862685e-13,1867382412586949.2,-7.50246528722911e-12,-5.572496728873051e-13,3.922352574439847e+18,7.964116127047841e+17,-5.213584116251994e-16,-2.529229411989637e-13,-3.571563406043411e-22
185311.67061100013,5.10794920467391e+18,1.6439710881323914e-11,9.759743083791926e-13,1986254202004553.0,1.6438564218805985e-11,6.666757957936155e-13,4.246399435834104e+18,8.595635146377676e+17,1.1466625179334175e-15,3.092985125855774e-13,2.2689140036530418e-21
213842.83767210017,5.505368278562104e+18,6.919032687965706e-12,2.117255562664578e-12,2104317228923200.0,6.918548051120108e-12,1.4410433868137828e-12,4.579203857326552e+18,9.240601040066784e+17,4.846368456004439e-16,6.762121758507975e-13,-1.1331228888364617e-20
245227.1214393102,5.914647387594235e+18,-8.385405550320947e-11,-9.428584920348813e-12,2222012700440820.2,-8.384816815722837e-11,-6.396928437445983e-12,4.922254543917232e+18,9.901708309765539e+17,-5.887345981172596e-15,-3.0316564829028303e-12,1.7443077597477892e-20
279749.8335832412,6.337432594701549e+18,1.4975357759059986e-11,-7.40069596041407e-12,2339693985036438.5,1.4974339703230385e-11,-4.925144214688903e-12,5.276950816222359e+18,1.0581420844941203e+18,1.0180558295935217e-15,-2.4755517457251695e-12,1.894217084302581e-19
317724.81694156537,6.775304796567591e+18,4.08368781946929e-10,6.013776893879138e-11,2457648634351213.5,4.0833997383028793e-10,4.059204704261097e-11,5.644641944052252e+18,1.1282052038809431e+18,2.880811664141291e-14,1.954572189618041e-11,-2.653725923089243e-19
359497.2986357219,7.229813935673807e+18,2.0675051131324686e-10,9.240172870064837e-11,2576113603071290.5,2.0673576031805176e-10,6.161314751033918e-11,6.026655659038276e+18,1.2005821630324516e+18,1.475099519523413e-14,3.078858119030923e-11,-2.530028324696708e-18
405447.02849929413,7.702504741629808e+18,-1.3902218755131956e-09,-1.883870312332786e-10,2695286040298774.0,-1.3901235654574776e-09,-1.2718494089650877e-10,6.424319709353306e+18,1.2754897462361664e+18,-9.831005571717682e-14,-6.120209033676972e-11,-1.6120423825496145e-18
455991.7313492236,8.194936898323407e+18,-2.441617590442422e-09,-6.811933276044586e-10,2815331114073677.5,-2.4414451720332863e-09,-4.5633401544677226e-10,6.838978845916451e+18,1.353142721292867e+18,-1.7241840913090195e-13,-2.2485931215768666e-10,1.6553124079374974e-17
511590.904484146,8.708701491482246e+18,2.5525262624413177e-09,9.27141007928721e-12,2936387799812126.5,2.5523451736672295e-09,9.515108259964316e-12,7.272008770729731e+18,1.4337563329526781e+18,1.8108877408832094e-13,-2.436981806771879e-13,3.259120687707782e-17
572749.9949325606,9.245434961385406e+18,1.3022645647632105e-08,3.2577520643773446e-09,3058573242484761.5,1.3021729419790331e-08,2.192273066732874e-09,7.724828058955974e+18,1.5175483291869847e+18,9.162278417776763e-13,1.0654789976444698e-09,-7.318126380884515e-17
640024.9944258167,9.80683139236622e+18,-9.984739594027913e-11,2.5680419256352118e-09,3181986101837892.5,-9.983788471018515e-11,1.7059956283137295e-09,8.198908742465545e+18,1.6047406637988104e+18,-9.511230094035626e-15,8.620462973214797e-10,-2.3594880090853666e-16
714027.4938683985,1.0394653718504286e+19,-5.6127136114629545e-08,-1.4336759264541014e-08,3306709160988057.5,-5.612320082040019e-08,-9.688791320678137e-09,8.695786034804471e+18,1.6955609745388388e+18,-3.935294229395187e-12,-4.64796794386286e-09,3.8359255470589857e-16
795430.2432552384,1.1010744259352631e+19,-1.4146866082403246e-08,-1.5056093912391488e-08,3432811393708868.5,-1.4145868555926296e-08,-9.99433158476033e-09,9.21706754120954e+18,1.7902439067494075e+18,-9.975264769456204e-13,-5.061762327631154e-09,1.3059815261108444e-15
884973.2675807623,1.1657034889076871e+19,2.606012680813145e-07,7.647224554234516e-08,3560349628587218.0,2.605830436826539e-07,5.1706977957995114e-08,9.764442206379127e+18,1.8890323330691402e+18,1.8224398660791796e-11,2.4765267584350143e-08,-3.058364885329941e-15
983470.5943388386,1.2335557067943889e+19,7.515662558460509e-08,8.022026787449586e-08,3689369909245789.5,7.515129501162608e-08,5.299486165933482e-08,1.0339689191484367e+19,1.992178506550302e+18,5.3305729790283305e-12,2.7225406215161213e-08,-7.718559244396838e-15
1091817.6537727225,1.3048451914682157e+19,-1.387837917132794e-06,-4.774299756822922e-07,3819908622924526.5,-1.3877409507283594e-06,-3.219915833935231e-07,1.094468683048877e+19,2.0999451755704973e+18,-9.696640443507508e-11,-1.5543839228876897e-07,2.5532411110351364e-14
1210999.4191499949,1.3797980464013302e+19,-8.207063096468254e-07,-6.518605473367118e-07,3951993450938067.0,-8.206483930821586e-07,-4.3007109320428077e-07,1.15814217877736e+19,2.2126066827887375e+18,-5.791656466729037e-11,-2.2178945413243168e-07,6.012398980985787e-14
1342099.3610649945,1.458653423039589e+19,7.047476187845818e-06,2.644219902081892e-06,4085644181247647.0,7.046983955510129e-06,1.7814761630114966e-06,1.2251998520030644e+19,2.3304500661840236e+18,4.9223233567519e-10,8.627437390703972e-07,-1.6198703687536348e-13
1486309.297171494,1.5416646183189527e+19,9.557743369114874e-06,6.099662191851869e-06,4220873413836818.5,9.55707110983457e-06,4.028652932139916e-06,1.2958649132465457e+19,2.4537761773102853e+18,6.722592803079003e-10,2.071009259711944e-06,-5.136192324280902e-13
1644940.2268886436,1.6291002227699028e+19,-1.999262109516959e-05,-5.97767801403193e-06,4357687182560634.5,-1.9991229350564032e-05,-4.110066876106524e-06,1.370374371062742e+19,2.582900829889059e+18,-1.3917446055606669e-09,-1.867611137925411e-06,3.4067564739079167e-13
1819434.249577508,1.7212453279344914e+19,-4.008155665003721e-05,-2.423818522385607e-05,4496085511844627.5,-4.007873293023393e-05,-1.6001970527670706e-05,1.4489801203360664e+19,2.718155990472471e+18,-2.8237198032843336e-09,-8.236214696185388e-06,2.0164388897769653e-12
2011377.6745352591,1.818402801349823e+19,4.117561628515028e-05,8.403730157363202e-06,4636062922487712.0,4.1172791405155085e-05,6.241050466051538e-06,1.5319500928606253e+19,2.859891021969435e+18,2.8248799952176167e-09,2.1626796913116757e-06,-5.165652761603601e-13
2222515.4419887853,1.9208946370659074e+19,-3.806604458722766e-06,-1.0561255330947343e-07,4777608897522261.0,-3.806411001832865e-06,-2.561604153312065e-07,1.6195694771533517e+19,3.0084739902280566e+18,-1.9345688989291852e-10,1.5054786202173246e-07,-3.143727398846248e-13
2454766.986187664,2.0290633895242113e+19,-0.0005264702655836733,-0.00033249827745663436,4920708316367307.0,-0.0005264338079650747,-0.000222121802624555,1.7121420143373744e+19,3.164293043551972e+18,-3.645761859917853e-08,-0.00011037647483207913,2.6881180600693525e-11
2710243.6848064307,2.1432736986023772e+19,0.0003660410691967073,6.13839763769683e-05,5065341863275565.0,0.0003660155344637298,4.3900188685105216e-05,1.809991376918489e+19,3.327757874975488e+18,2.5534732977014445e-08,1.7483787691862855e-05,-6.943841211221633e-12
2991268.053287074,2.2639139137283453e+19,0.006578655231774452,0.004636557026697897,5211486414281760.0,0.0065781970706816325,0.0030671709949269947,1.9134626373527843e+19,3.499301277341294e+18,4.581610928307767e-07,0.0015693860317709046,-3.7010726248513493e-10
3300394.8586157816,2.3913978251832877e+19,0.007661400200705116,0.008127556635598322,5359115405523199.0,0.007660865850675445,0.005301928431826318,2.022923833469042e+19,3.679380801736921e+18,5.343500296838051e-07,0.002825628203772009,-5.556078609776198e-10
3640434.34447736,2.526166511054744e+19,-0.038733786587710234,-0.025676589371905797,5508199184944152.0,-0.03873108606684678,-0.01702375712098343,2.138767638069202e+19,3.8684805306703724e+18,-2.7005208634162347e-06,-0.00865283225092232,2.1762480900727077e-09
4014477.7789250966,2.6686903087671415e+19,-0.12782640896983938,-0.11704088310362501,5658705348991301.0,-0.12781748518559227,-0.07653744417550727,2.2614131403809337e+19,4.067112978512989e+18,-8.923784247306895e-06,-0.04050343892811769,8.139177785646884e-09
4425925.556817607,2.8194709206905733e+19,0.01744085811354403,-0.04390430398869946,5810599065888039.0,0.01743966425336504,-0.02707226629484487,2.3913077474654986e+19,4.275821133184882e+18,1.1938601789957684e-06,-0.016832037693854635,-2.913729282475e-10
4878518.112499368,2.9790436639781925e+19,0.8572290793285113,0.7442926825440612,5963843387292584.0,0.8571692402609815,0.4877705129011688,2.528929214162226e+19,4.4951806547722793e+18,5.983906753011127e-05,0.2565221696428927,-5.380952574311838e-08
5376369.923749305,3.147979875465655e+19,1.6380017994454128,1.8857624970543216,6118399550434243.0,1.6378872492650622,1.2209193270681216,2.6747878106412646e+19,4.725802248693526e+18,0.00011455018035126437,0.6648431699861975,-1.0191732928019854e-07
5924006.916124236,3.3268894831365677e+19,-1.6303986664107584,-0.7231944811655313,6274227272998756.0,-1.6302852173538185,-0.4988846662274533,2.8294286370965365e+19,4.968334233127268e+18,-0.0001134490569379955,-0.22430981493807797,1.1324982210650165e-07
6526407.60773666,3.5164237562785763e+19,-12.790840300473182,-13.377008601879435,6431285042991533.0,-12.7899465947859,-8.695813972661472,2.9934340955070693e+19,5.223465322672122e+18,-0.0008937056872958573,-4.681194629217963,7.940425728298196e-07
7189048.368510326,3.717278247012696e+19,-19.278120400588023,-26.29285273499799,6589530405493427.0,-19.27677042932126,-16.89407930459155,3.1674265287075762e+19,5.491927652645763e+18,-0.0013499712667669299,-9.398773430406452,1.0416898465363367e-06
